Title	IMDB	Budget	 Dom  Box  Office 	 Intl  Box  Office 	Score	Year	Writers	Directors	Producers	 Female  Character  Percentage 	 Female  Talk  Percentage 	 Female  Writer  Percentage 	 Female  Director  Percentage 	 Female  Producer  Percentage 	 Overall  Female  Production  Percentage 
   Fast    Food    Nation   	460792	-6	-4	2812467	3	2006	"  [['Eric    Schlosser',    'm'],    ['Richard    Linklater',    'm']]  "	"  [['Richard    Linklater',    'm']]  "	"  [['Ann    Carli',    'f'],    ['Malcolm    McLaren',    'm'],    ['Chris    Salvaterra',    'm'],    ['Edward    Saxon',    'm'],    ['Eric    Schlosser',    'm'],    ['Jeff    Skoll',    'm'],    ['Ricky    Strauss',    'm'],    ['Jeremy    Thomas',    'm'],    ['David    M.    Thompson',    'm'],    ['Peter    Watson',    'm']]  "	-1.5	-1.5	0	0	0.1	0.076923077
   Inland    Empire   	460829	-6	-4	5139836	3	2006	"  [['David    Lynch',    'm']]  "	"  [['David    Lynch',    'm']]  "	"  [['Jeremy    Alter',    'm'],    ['Laura    Dern',    'f'],    ['Janusz    Hetman',    'm'],    ['Keith    Kjarval',    'm'],    ['David    Lynch',    'm'],    ['Michal    Stopowski',    'm'],    ['Kazimierz    Suwala',    'm'],    ['Mary    Sweeney',    'f'],    ['Marek    Zydowicz',    'm']]  "	-1.5	-1.5	0	0	0.222222222	0.181818182
   The    Wind    That    Shakes    the    Barley   	460989	-6	-4	29151583	1	2006	"  [['Paul    Laverty',    'm']]  "	"  [['Ken    Loach',    'm']]  "	"  [['Ulrich    Felsberg',    'NULL'],    ['Andrew    Lowe',    'm'],    ['Redmond    Morris',    'm'],    [Rebecca    O'Brien,    'f'],    ['Nigel    Thomas',    'm'],    ['Paul    Trijbits',    'm']]  "	-1.5	-1.5	0	0	0.166666667	0.125
 The  Wind  That  Shakes  the  Barley 	460989	-6	-4	30053347.41	1	2006				-6	-7	-8	-5	-5	-5
Enchanted	461770	-6	-4	412671034	3	2007	"  [['Bill    Kelly',    'm']]  "	"  [['Kevin    Lima',    'm']]  "	"  [['Christopher    Chase',    'm'],    ['Barry    Josephson',    'm'],    ['Todd    Y.    Murata',    'm'],    ['Sunil    Perkash',    'NULL'],    ['Ron    Rocha',    'm'],    ['Barry    Sonnenfeld',    'm'],    ['Ezra    Swerdlow',    'm']]  "	-1.5	-1.5	0	0	0	0
Enchanted	461770	-6	-4	387384222.5	3	2007				-6	-7	-8	-5	-5	-5
   Poultrygeist:    Night    of    the    Chicken    Dead   	462485	-6	-4	29279	1	2006	"  [['Gabriel    Friedman',    'm'],    ['Daniel    Bova',    'm'],    ['Lloyd    Kaufman',    'm']]  "	"  [['Lloyd    Kaufman',    'm']]  "	"  [['Benjamin    Cord',    'm'],    ['Andrew    Deemer',    'm'],    ['Jason    Foulke',    'm'],    ['Michael    Herz',    'm'],    ['Lloyd    Kaufman',    'm'],    ['Patricia    Kaufman',    'f'],    ['Kiel    Walker',    'NULL']]  "	-1.5	-1.5	0	0	0.142857143	0.090909091
   The    Simpsons    Movie   	462538	-6	-4	638810079	3	2007	"  [['James    L.    Brooks',    'm'],    ['Matt    Groening',    'm'],    ['Al    Jean',    'm'],    ['Ian    Maxtone-Graham',    'm'],    ['George    Meyer',    'm'],    ['David    Mirkin',    'm'],    ['Mike    Reiss',    'm'],    ['Mike    Scully',    'm'],    ['Matt    Selman',    'm'],    ['John    Swartzwelder',    'm'],    ['Jon    Vitti',    'm'],    ['Joel    H.    Cohen',    'm'],    ['John    Frink',    'm'],    ['Tim    Long',    'm'],    ['Michael    Price',    'm'],    ['Sam    Simon',    'm']]  "	"  [['David    Silverman',    'm']]  "	"  [['James    L.    Brooks',    'm'],    ['Matt    Groening',    'm'],    ['Al    Jean',    'm'],    ['Claudia    Katz',    'f'],    ['Jay    Kleckner',    'm'],    ['Richard    Sakai',    'm'],    ['Mike    Scully',    'm'],    ['Nelson    Shin',    'm'],    ['Craig    Sost',    'm'],    ['Nikki    Vanzo',    'm']]  "	-1.5	-1.5	0	0	0.1	0.037037037
 The  Simpsons  Movie 	462538	-6	-4	599848740.6	3	2007				-6	-7	-8	-5	-5	-5
"  You,    Me    and    Dupree  "	463034	-6	-4	166039131	1	2006	"  [['Michael    LeSieur',    'm']]  "	"  [['Anthony    Russo',    'm'],    ['Joe    Russo',    'm']]  "	"  [['Michael    Fottrell',    'm'],    ['Aaron    Kaplan',    'm'],    ['Mary    Parent',    'f'],    ['Sean    Perrone',    'NULL'],    ['Scott    Stuber',    'm'],    ['Owen    Wilson',    'm']]  "	-1.5	-1.5	0	0	0.166666667	0.111111111
"You,  Me  and  Dupree"	463034	-6	-4	152668110.4	1	2006				-6	-7	-8	-5	-5	-5
 28  Weeks  Later 	463854	-6	-4	73101936.69	3	2007				-6	-7	-8	-5	-5	-5
   Freedom    Writers   	463998	-6	-4	52225978	1	2007	"  [['Richard    LaGravenese',    'm'],    ['Freedom    Writers',    'NULL'],    ['Erin    Gruwell',    'f']]  "	"  [['Richard    LaGravenese',    'm']]  "	"  [['Danny    DeVito',    'm'],    ['Tracey    Durning',    'NULL'],    ['Dan    Levine',    'm'],    ['Nan    Morales',    'f'],    ['Michael    Shamberg',    'm'],    ['Stacey    Sher',    'f'],    ['Hilary    Swank',    'f']]  "	-1.5	-1.5	0.333333333	0	0.428571429	0.363636364
 The  History  Boys 	464049	-6	-4	15718004.18	1	2006				-6	-7	-8	-5	-5	-5
   I'm    Reed    Fish   	464061	-6	-4	4541	2	2006	"  [['Reed    Fish',    'm'],    ['Zackary    Adler',    'm'],    ['Peter    Alwazzan',    'm'],    ['Rhett    Wickham',    'NULL']]  "	"  [['Zackary    Adler',    'm']]  "	"  [['Bader    Alwazzan',    'NULL'],    ['Peter    Alwazzan',    'm'],    ['Kerry    Foster',    'NULL'],    ['Akiva    Goldsman',    'm'],    ['Michael    Mihalke',    'm']]  "	-1.5	-1.5	0	0	0	0
Hitman	465494	-6	-4	121158540	0	2007	"  [['Skip    Woods',    'm']]  "	"  [['Xavier    Gens',    'm']]  "	"  [['Daniel    Alter',    'm'],    ['Adrian    Askarieh',    'NULL'],    ['Vin    Diesel',    'm'],    ['Janos    Flosser',    'NULL'],    ['Charles    Gordon',    'm'],    ['Pierre-Ange    Le    Pogam',    'm']]  "	-1.5	-1.5	0	0	0	0
Hitman	465494	-6	-4	113769021.4	0	2007				-6	-7	-8	-5	-5	-5
Igor	465502	-6	-4	35728600	2	2008	"  [['Chris    McKenna',    'm'],    ['John    Hoffman',    'm'],    ['Anthony    Leondis',    'm'],    ['Dimitri    Toscas',    'm']]  "	"  [['Anthony    Leondis',    'm']]  "	"  [['Jean-Luc    De    Fanti',    'NULL'],    ['John    D.    Eraklis',    'm'],    ['Max    Howard',    'm']]  "	-1.5	-1.5	0	0	0	0
Igor	465502	-6	-4	33998638.38	2	2008				-6	-7	-8	-5	-5	-5
   Michael    Clayton   	465538	-6	-4	59429065	2	2007	"  [['Tony    Gilroy',    'm']]  "	"  [['Tony    Gilroy',    'm']]  "	"  [['George    Clooney',    'm'],    ['Jennifer    Fox',    'f'],    ['Christopher    Goode',    'm'],    ['James    A.    Holt',    'm'],    ['Anthony    Minghella',    'm'],    ['Kerry    Orent',    'NULL'],    ['Sydney    Pollack',    'm'],    ['Steve    Samuels',    'm'],    ['Steven    Soderbergh',    'm']]  "	0.166666667	0.150467775	0	0	0.111111111	0.090909091
 Michael  Clayton 	465538	-6	-4	105827341.8	2	2007				-6	-7	-8	-5	-5	-5
   Notes    on    a    Scandal   	465551	-6	-4	63334794	3	2006	"  [['Patrick    Marber',    'm'],    ['Zoe    Heller',    'f']]  "	"  [['Richard    Eyre',    'm']]  "	"  [['Robert    Fox',    'm'],    ['Redmond    Morris',    'm'],    ['Scott    Rudin',    'm']]  "	-1.5	-1.5	0.5	0	0	0.166666667
 Notes  on  a  Scandal 	465551	-6	-4	58247595.59	3	2006				-6	-7	-8	-5	-5	-5
Push	465580	-6	-4	54330783	3	2009	"  [['David    Bourla',    'm']]  "	"  [['Paul    McGuigan',    'm']]  "	"  [['David    Bourla',    'm'],    ['Bruce    Davey',    'm'],    ['Amy    Gilliam',    'f'],    ['Michael    Ohoven',    'm'],    ['David    M.    Richardson',    'm'],    ['Kerry    Rock',    'NULL'],    ['Gretchen    Somerfeld',    'f'],    ['David    Valleau',    'm'],    ['Christa    Vausbinder',    'NULL'],    ['William    Vince',    'm'],    ['Glenn    Williamson',    'm'],    ['Stan    Wlodkowski',    'm']]  "	0.444444444	0.573923639	0	0	0.166666667	0.142857143
Push	465580	-6	-4	48842839.97	3	2009				-6	-7	-8	-5	-5	-5
   Shut    em    up   	465602	-6	-4	29205351	1	2007	"  [['Michael    Davis',    'm']]  "	"  [['Michael    Davis',    'm']]  "	"  [['Rick    Benattar',    'm'],    ['Cale    Boyter',    'NULL'],    ['Douglas    Curtis',    'm'],    ['Toby    Emmerich',    'm'],    ['Susan    Montford',    'f'],    ['Don    Murphy',    'm']]  "	-1.5	-1.5	0	0	0.166666667	0.125
   The    Architect   	466665	-6	-4	17487	3	2006	"  [['David    Greig',    'm'],    ['Matt    Tauber',    'm']]  "	"  [['Matt    Tauber',    'm']]  "	"  [['Declan    Baldwin',    'm'],    ['Mark    Cuban',    'm'],    ['Jason    Kliot',    'm'],    ['Danny    Leiner',    'm'],    ['Joana    Vicente',    'f'],    ['Todd    Wagner',    'm']]  "	-1.5	-1.5	0	0	0.166666667	0.111111111
Margaret	466893	-6	-4	48913	3	2011	"  [['Kenneth    Lonergan',    'm']]  "	"  [['Kenneth    Lonergan',    'm']]  "	"  [['Blair    Breard',    'f'],    ['Gary    Gilbert',    'm'],    ['Anthony    Minghella',    'm'],    ['Sydney    Pollack',    'm'],    ['Scott    Rudin',    'm']]  "	0.375	0.685049702	0	0	0.2	0.142857143
Margaret	466893	-6	-4	49501.25148	3	2011				-6	-7	-8	-5	-5	-5
   Max    Payne   	467197	-6	-4	99254444	3	2008	"  [['Beau    Thorne',    'NULL'],    ['Sam    Lake',    'm']]  "	"  [['John    Moore',    'm']]  "	"  [['Scott    Faye',    'm'],    ['Tom    Karnowski',    'm'],    ['Karen    Lauder',    'f'],    ['John    Moore',    'm'],    ['Julie    Yorn',    'f'],    ['Rick    Yorn',    'm']]  "	0.142857143	0.095911004	0	0	0.333333333	0.222222222
 Max  Payne 	467197	-6	-4	94017063.77	3	2008				-6	-7	-8	-5	-5	-5
   The    Other    Boleyn    Girl   	467200	-6	-4	90303512	3	2008	"  [['Peter    Morgan',    'm'],    ['Philippa    Gregory',    'f']]  "	"  [['Justin    Chadwick',    'm']]  "	"  [['Mark    Cooper',    'm'],    ['Alison    Owen',    'f'],    ['Scott    Rudin',    'm'],    ['David    M.    Thompson',    'm']]  "	0.333333333	0.500211894	0.5	0	0.25	0.285714286
 The  Other  Boleyn  Girl 	467200	-6	-4	85195658.96	3	2008				-6	-7	-8	-5	-5	-5
Juno	467406	-6	-4	280470840	3	2007	"  [['Diablo    Cody',    'f']]  "	"  [['Jason    Reitman',    'm']]  "	"  [['Joseph    Drake',    'm'],    ['Daniel    Dubiecki',    'm'],    ['Lianne    Halfon',    'f'],    ['Nathan    Kahane',    'm'],    ['Kelli    Konop',    'f'],    ['John    Malkovich',    'm'],    ['Jim    Miller',    'm'],    ['Mason    Novick',    'm'],    ['Russell    Smith',    'm'],    ['Brad    Van    Arragon',    'm']]  "	0.692307692	0.773376853	1	0	0.2	0.25
Juno	467406	-6	-4	263408623.3	3	2007				-6	-7	-8	-5	-5	-5
   Half    Nelson   	468489	-6	-4	5932792	3	2006	"  [['Ryan    Fleck',    'm'],    ['Anna    Boden',    'f']]  "	"  [['Ryan    Fleck',    'm']]  "	"  [['Anna    Boden',    'f'],    ['Charlie    Corwin',    'm'],    ['Doug    Dey',    'm'],    ['Rosanne    Korenberg',    'f'],    ['Scott    London',    'm'],    ['Clara    Markowicz',    'NULL'],    ['Paul    Mezey',    'm'],    ['Alex    Orlovsky',    'm'],    ['Jamie    Patricof',    'NULL'],    ['Lynette    Howell    Taylor',    'f'],    ['Jeremy    Kipp    Walker',    'm']]  "	-1.5	-1.5	0.5	0	0.272727273	0.285714286
 The  Host 	468492	-6	-4	68124031.72	3	2006				-6	-7	-8	-5	-5	-5
   The    Dark    Knight   	468569	-6	-4	1167296912	3	2008	"  [['Jonathan    Nolan',    'm'],    ['Christopher    Nolan',    'm'],    ['David    S.    Goyer',    'm']]  "	"  [['Christopher    Nolan',    'm']]  "	"  [['Kevin    De    La    Noy',    'm'],    ['Benjamin    Melniker',    'm'],    ['Christopher    Nolan',    'm'],    ['Lorne    Orleans',    'm'],    ['Charles    Roven',    'm'],    ['Emma    Thomas',    'f'],    ['Thomas    Tull',    'm'],    ['Michael    Uslan',    'm']]  "	0.147058824	0.097290493	0	0	0.125	0.083333333
 The  Dark  Knight 	468569	-6	-4	1099427872	3	2008				-6	-7	-8	-5	-5	-5
   There    Will    Be    Blood   	469494	-6	-4	92332033	0	2007	"  [['Paul    Thomas    Anderson',    'm'],    ['Upton    Sinclair',    'm']]  "	"  [['Paul    Thomas    Anderson',    'm']]  "	"  [['Paul    Thomas    Anderson',    'm'],    ['Daniel    Lupi',    'm'],    ['Scott    Rudin',    'm'],    ['Eric    Schlosser',    'm'],    ['JoAnne    Sellar',    'f'],    ['David    Williams',    'm']]  "	0	0	0	0	0.166666667	0.111111111
 There  Will  Be  Blood 	469494	-6	-4	87869653.38	0	2007				-6	-7	-8	-5	-5	-5
Bug	470705	-6	-4	8919539	3	2006	"  [['Tracy    Letts',    'm']]  "	"  [['William    Friedkin',    'm']]  "	"  [['Kimberly    C.    Anderson',    'f'],    ['Michael    Burns',    'm'],    ['Gary    Huckabay',    'm'],    ['Michael    Ohoven',    'm'],    ['Malcolm    Petal',    'm'],    ['Andreas    Schardt',    'NULL'],    ['Jim    Seibel',    'm'],    ['Bonnie    Timmermann',    'f'],    ['Holly    Wiersma',    'f']]  "	-1.5	-1.5	0	0	0.333333333	0.272727273
Bug	470705	-6	-4	8203101.576	3	2006				-6	-7	-8	-5	-5	-5
   Ex    Machina   	470752	-6	-4	36869414	1	2015	"  [['Alex    Garland',    'm']]  "	"  [['Alex    Garland',    'm']]  "	"  [['Eli    Bush',    'm'],    ['Andrew    Macdonald',    'm'],    ['Allon    Reich',    'NULL'],    ['Tessa    Ross',    'f'],    ['Scott    Rudin',    'm']]  "	0.25	0.150434325	0	0	0.2	0.142857143
   For    Your    Consideration   	470765	-6	-4	7543336	3	2006	"  [['Christopher    Guest',    'm'],    ['Eugene    Levy',    'm']]  "	"  [['Christopher    Guest',    'm']]  "	"  [['Karen    Murphy',    'f']]  "	-1.5	-1.5	0	0	1	0.25
 For  Your  Consideration 	470765	-6	-4	6497570.796	3	2006				-6	-7	-8	-5	-5	-5
   Tower    Heist   	471042	-6	-4	160883015	1	2011	"  [['Adam    Cooper',    'm'],    ['Bill    Collage',    'm'],    ['Ted    Griffin',    'm'],    ['Jeff    Nathanson',    'm']]  "	"  [['Brett    Ratner',    'm']]  "	"  [['Bill    Carraro',    'm'],    ['Brian    Grazer',    'm'],    ['Karen    Kehela    Sherwood',    'f'],    ['Eddie    Murphy',    'm'],    ['Kim    Roth',    'f']]  "	0.2	0.106506365	0	0	0.4	0.2
 Tower  Heist 	471042	-6	-4	161004246.2	1	2011				-6	-7	-8	-5	-5	-5
9	472033	-6	-4	53852006	0	2009	"  [['Pamela    Pettler',    'f'],    ['Shane    Acker',    'm']]  "	"  [['Shane    Acker',    'm']]  "	"  [['Timur    Bekmambetov',    'm'],    ['Tim    Burton',    'm'],    ['Dana    Ginsburg',    'f'],    ['Jinko    Gotoh',    'NULL'],    ['Jim    Lemley',    'm'],    ['Marci    Levine',    'f']]  "	-1.5	-1.5	0.5	0	0.333333333	0.333333333
9	472033	-6	-4	53405239.92	0	2009				-6	-7	-8	-5	-5	-5
Apocalypto	472043	-6	-4	153592971	3	2006	"  [['Mel    Gibson',    'm'],    ['Farhad    Safinia',    'm']]  "	"  [['Mel    Gibson',    'm']]  "	"  [['Vicki    Christianson',    'f'],    ['Bruce    Davey',    'm'],    ['Ned    Dowd',    'm'],    ['Mel    Gibson',    'm'],    ['Sergio    Miranda',    'm'],    ['Farhad    Safinia',    'm']]  "	-1.5	-1.5	0	0	0.166666667	0.111111111
   Charlie    Wilson's    War   	472062	-6	-4	144228497	3	2007	"  [['Aaron    Sorkin',    'm'],    ['George    Crile',    'm']]  "	"  [['Mike    Nichols',    'm']]  "	"  [['Celia    D.    Costas',    'f'],    ['Gary    Goetzman',    'm'],    ['Michael    Haley',    'm'],    ['Tom    Hanks',    'm'],    ['Ryan    Kavanaugh',    'm'],    ['Jeff    Skoll',    'm']]  "	-1.5	-1.5	0	0	0.166666667	0.111111111
 Charlie  Wilson&#39;s  War 	472062	-6	-4	136015038.1	3	2007				-6	-7	-8	-5	-5	-5
   Death    Defying    Acts   	472071	-6	-4	10156959	3	2007	"  [['Tony    Grisoni',    'm'],    ['Brian    Ward',    'm']]  "	"  [['Gillian    Armstrong',    'f']]  "	"  [['Chris    Curling',    'm'],    [Kirk    D'Amico,    'm'],    ['Lucas    Foster',    'm'],    ['Tony    Grisoni',    'm'],    ['Dan    Lupovitz',    'm'],    ['Marian    Macgowan',    'NULL'],    ['Marcia    Nasatir',    'f'],    ['Joe    Oppenheimer',    'm'],    ['Phil    Robertson',    'm'],    ['David    M.    Thompson',    'm'],    ['Brian    Ward',    'm']]  "	-1.5	-1.5	0	1	0.090909091	0.142857143
Penelope	472160	-6	-4	26931932	3	2006	"  [['Leslie    Caveny',    'f']]  "	"  [['Mark    Palansky',    'm']]  "	"  [['Christian    Arnold-Beutel',    'NULL'],    ['Leslie    Caveny',    'f'],    ['Chris    Curling',    'm'],    ['Danny    Greenspun',    'm'],    ['Robin    Greenspun',    'NULL'],    ['Andrew    Molasky',    'm'],    ['Michael    Roban',    'm'],    ['Phil    Robertson',    'm'],    ['Dylan    Russell',    'm'],    ['Jennifer    Simpson',    'f'],    ['Scott    Steindorff',    'm'],    ['Reese    Witherspoon',    'f']]  "	-1.5	-1.5	1	0	0.25	0.285714286
   The    Smurfs   	472181	-6	-4	593064288	3	2011	"  [['J.    David    Stem',    'm'],    ['David    N.    Weiss',    'm'],    ['Jay    Scherick',    'm'],    ['David    Ronn',    'm'],    ['Peyo',    'm']]  "	"  [['Raja    Gosnell',    'm']]  "	"  [['Hendrik    Coysman',    'm'],    ['Veronique    Culliford',    'f'],    ['Ben    Haber',    'm'],    ['Jordan    Kerner',    'm'],    ['Paul    Neesan',    'm'],    ['Ezra    Swerdlow',    'm']]  "	0.3	0.237250294	0	0	0.166666667	0.083333333
 The  Smurfs 	472181	-6	-4	590707613.2	3	2011				-6	-7	-8	-5	-5	-5
   The    Mechanic   	472399	-6	-4	80317457	0	2011	"  [['Richard    Wenk',    'm'],    ['Lewis    John    Carlino',    'm']]  "	"  [['Simon    West',    'm']]  "	"  [['Renee    Besson',    'm'],    ['Robert    Chartoff',    'm'],    ['William    Chartoff',    'm'],    ['Boaz    Davidson',    'm'],    ['Danny    Dimbort',    'm'],    ['Matthew    F.    Leonetti    Jr.',    'm'],    ['Avi    Lerner',    'm'],    ['Jib    Polhemus',    'NULL'],    ['Trevor    Short',    'm'],    ['David    Winkler',    'm'],    ['Irwin    Winkler',    'm'],    ['Marcy    Drogin',    'f'],    ['John    Thompson',    'm']]  "	0.5	0.135443333	0	0	0.076923077	0.0625
 The  Mechanic 	472399	-6	-4	80095304.01	0	2011				-6	-7	-8	-5	-5	-5
   Prince    of    Persia:    The    Sands    of    Time   	473075	-6	-4	354258458	0	2010	"  [['Boaz    Yakin',    'm'],    ['Doug    Miro',    'm'],    ['Carlo    Bernard',    'm'],    ['Jordan    Mechner',    'm']]  "	"  [['Mike    Newell',    'm']]  "	"  [['John    August',    'm'],    ['Jerry    Bruckheimer',    'm'],    ['Patrick    McCormick',    'm'],    ['Eric    McLeod',    'm'],    ['Jordan    Mechner',    'm'],    ['Chad    Oman',    'm'],    ['Mike    Stenson',    'm']]  "	0.125	0.202943858	0	0	0	0
 Prince  of  Persia:  The  Sands  of  Time 	473075	-6	-4	362552087.7	0	2010				-6	-7	-8	-5	-5	-5
Waitress	473308	-6	-4	23109969	3	2007	"  [['Adrienne    Shelly',    'f']]  "	"  [['Adrienne    Shelly',    'f']]  "	"  [['Robert    Bauer',    'm'],    ['Todd    King',    'm'],    ['Danielle    Renfrew',    'f'],    ['Michael    Roiff',    'm'],    ['Jeff    Rose',    'm']]  "	-1.5	-1.5	1	1	0.2	0.428571429
Waitress	473308	-6	-4	25284920.99	3	2007				-6	-7	-8	-5	-5	-5
   A    Guide    to    Recognizing    Your    Saints   	473488	-6	-4	2591151	1	2006	"  [['Dito    Montiel',    'm']]  "	"  [['Dito    Montiel',    'm']]  "	"  [['Rene    Bastian',    'NULL'],    ['Charlie    Corwin',    'm'],    ['Robert    Downey    Jr.',    'm'],    ['Jonathan    Elias',    'm'],    ['Amanda    Mackey    Johnson',    'f'],    ['Clara    Markowicz',    'NULL'],    ['Linda    Moran',    'f'],    ['Bobby    Sager',    'NULL'],    ['Peter    Sahagen',    'm'],    ['Sting',    'm'],    ['Trudie    Styler',    'f'],    ['Travis    Swords',    'm']]  "	-1.5	-1.5	0	0	0.25	0.214285714
   State    of    Play   	473705	-6	-4	97647357	3	2009	"  [['Matthew    Michael    Carnahan',    'm'],    ['Tony    Gilroy',    'm'],    ['Billy    Ray',    'm'],    ['Paul    Abbott',    'm']]  "	"  [['Kevin    Macdonald',    'm']]  "	"  [['Paul    Abbott',    'm'],    ['Tim    Bevan',    'm'],    ['Liza    Chasin',    'f'],    ['Eric    Fellner',    'm'],    ['Andrew    Hauptman',    'm'],    ['Eric    Hayes',    'm'],    ['Debra    Hayward',    'f'],    ['E.    Bennett    Walsh',    'm']]  "	-1.5	-1.5	0	0	0.25	0.153846154
 State  of  Play 	473705	-6	-4	100569667.5	3	2009				-6	-7	-8	-5	-5	-5
 Sisters  in  Law 	474361	-6	-4	40256.16928	3	2005				-6	-7	-8	-5	-5	-5
   Smokin'    Aces   	475394	-6	-4	72693258	3	2006	"  [['Joe    Carnahan',    'm']]  "	"  [['Joe    Carnahan',    'm']]  "	"  [['Jeff    Abberley',    'm'],    ['Tim    Bevan',    'm'],    ['Julia    Blackman',    'f'],    ['Liza    Chasin',    'f'],    ['Noel    Donnellon',    'm'],    ['Eric    Fellner',    'm'],    ['Robert    Graf',    'm'],    ['David    Z.    Obadiah',    'm']]  "	0.2	0.203290713	0	0	0.25	0.2
 Smokin&#39;  Aces 	475394	-6	-4	65617311.81	3	2006				-6	-7	-8	-5	-5	-5
   The    Covenant   	475944	-6	-4	47861581	3	2006	"  [['J.S.    Cardone',    'm']]  "	"  [['Renny    Harlin',    'm']]  "	"  [['J.S.    Cardone',    'm'],    ['Scott    Einbinder',    'm'],    ['Carol    Kottenbrook',    'f'],    ['Andre    Lamal',    'm'],    ['Reno    Logan',    'NULL'],    ['Gary    Lucchesi',    'm'],    ['James    McQuaide',    'm'],    ['Roger    Mincheff',    'm'],    ['Tom    Rosenberg',    'm']]  "	-1.5	-1.5	0	0	0.111111111	0.090909091
   The    Brave    One   	476964	-6	-4	84582648	3	2007	"  [['Roderick    Taylor',    'm'],    ['Bruce    A.    Taylor',    'm'],    ['Cynthia    Mort',    'f']]  "	"  [['Neil    Jordan',    'm']]  "	"  [['Bruce    Berman',    'm'],    ['Susan    Downey',    'f'],    ['Jodie    Foster',    'f'],    ['Herb    Gains',    'm'],    ['David    Gambino',    'm'],    ['Dana    Goldberg',    'f'],    ['Joel    Silver',    'm']]  "	0.444444444	0.504457364	0.333333333	0	0.428571429	0.363636364
   Were    the    World    Mine   	476991	-6	-4	143843	3	2008	"  [['Cory    Krueckeberg',    'm'],    ['Tom    Gustafson',    'm'],    ['William    Shakespeare',    'm']]  "	"  [['Tom    Gustafson',    'm']]  "	"  [['Tom    Gustafson',    'm'],    ['Gill    Holland',    'm'],    ['Cory    Krueckeberg',    'm'],    ['Jon    Sechrist',    'm'],    ['Peter    Sterling',    'm'],    ['Reid    Williams',    'm'],    ['Richard    Zanetti',    'm']]  "	-1.5	-1.5	0	0	0	0
Norbit	477051	-6	-4	193088036	2	2007	"  [['Eddie    Murphy',    'm'],    ['Charlie    Murphy',    'm'],    ['Jay    Scherick',    'm'],    ['David    Ronn',    'm']]  "	"  [['Brian    Robbins',    'm']]  "	"  [['John    Davis',    'm'],    ['David    B.    Householter',    'm'],    ['Eddie    Murphy',    'm'],    ['Brian    Robbins',    'm'],    ['Michael    Tollin',    'm']]  "	-1.5	-1.5	0	0	0	0
Premonition	477071	-6	-4	101985960	3	2007	"  [['Bill    Kelly',    'm']]  "	"  [['Mennan    Yapo',    'm']]  "	"  [['Ashok    Amritraj',    'm'],    ['Jennifer    Gibgot',    'f'],    ['Nick    Hamson',    'm'],    ['Jon    Jashni',    'm'],    ['Sunil    Perkash',    'NULL'],    ['Adam    Shankman',    'm'],    ['Andrew    Sugerman',    'm'],    ['Lars    Sylvest',    'm']]  "	-1.5	-1.5	0	0	0.125	0.1
Premonition	477071	-6	-4	92709486.83	3	2007				-6	-7	-8	-5	-5	-5
Unstoppable	477080	-6	-4	177370378	3	2010	"  [['Mark    Bomback',    'm']]  "	"  [['Tony    Scott',    'm']]  "	"  [['Skip    Chaisson',    'NULL'],    ['Chris    Ciaffa',    'm'],    ['Jeff    Kwatinetz',    'm'],    ['Eric    McLeod',    'm'],    ['Mimi    Rogers',    'f'],    ['Diane    L.    Sabatini',    'f'],    ['Tony    Scott',    'm'],    ['Adam    Somner',    'm'],    ['Lee    Trink',    'NULL'],    ['Julie    Yorn',    'f'],    ['Rick    Yorn',    'm'],    ['Alex    Young',    'm']]  "	0.333333333	0.345335117	0	0	0.25	0.214285714
Unstoppable	477080	-6	-4	183420423.3	3	2010				-6	-7	-8	-5	-5	-5
   Starter    for    10   	477095	-6	-4	2210430	2	2006	"  [['David    Nicholls',    'm']]  "	"  [['Tom    Vaughan',    'm']]  "	"  [['Jeff    Abberley',    'm'],    ['Julia    Blackman',    'f'],    ['Diana    Choi',    'f'],    ['Michelle    Chydzik    Sowa',    'f'],    ['Gary    Goetzman',    'm'],    ['Tom    Hanks',    'm'],    ['Pippa    Harris',    'f'],    ['Nathalie    Marciano',    'f'],    ['Sam    Mendes',    'm'],    ['Mary    Richards',    'f'],    ['Steve    Shareshian',    'm']]  "	-1.5	-1.5	0	0	0.545454545	0.461538462
   Wristcutters:    A    Love    Story   	477139	-6	-4	403536	1	2006	"  [['Goran    Dukic',    'm'],    ['Etgar    Keret',    'm']]  "	"  [['Goran    Dukic',    'm']]  "	"  [['Chris    Coen',    'm'],    ['Tatiana    Kelly',    'NULL'],    ['Mikal    P.    Lazarev',    'f'],    ['Jonathan    Schwartz',    'm'],    ['Adam    Sherman',    'm'],    ['Chapin    Wilson',    'NULL']]  "	-1.5	-1.5	0	0	0.166666667	0.111111111
 Wristcutters:  A  Love  Story 	477139	-6	-4	538704.5687	1	2006				-6	-7	-8	-5	-5	-5
   Extremely    Loud    &    Incredibly    Close   	477302	-6	-4	58120771	2	2011	"  [['Eric    Roth',    'm'],    ['Jonathan    Safran    Foer',    'm']]  "	"  [['Stephen    Daldry',    'm']]  "	"  [['Eli    Bush',    'm'],    ['Celia    D.    Costas',    'f'],    ['Tarik    Karam',    'NULL'],    ['Mark    Roybal',    'm'],    ['Scott    Rudin',    'm'],    ['Nora    Skinner',    'f']]  "	-1.5	-1.5	0	0	0.333333333	0.222222222
