Title	IMDB	Budget	 Dom  Box  Office 	 Intl  Box  Office 	Score	Year	Writers	Directors	Producers	 Female  Character  Percentage 	 Female  Talk  Percentage 	 Female  Writer  Percentage 	 Female  Director  Percentage 	 Female  Producer  Percentage 	 Overall  Female  Production  Percentage 
Orgazmo	124819	-6	-4	1094383	1	1997	"  [['Trey    Parker',    'm'],    ['Matt    Stone',    'm']]  "	"  [['Trey    Parker',    'm']]  "	"  [['Mark    Damon',    'm'],    ['Fran    Rubel    Kuzui',    'f'],    ['Kaz    Kuzui',    'NULL'],    ['Jason    McHugh',    'm'],    ['Noriaki    Nakagawa',    'NULL'],    ['Jacobus    Rose',    'm'],    ['John    Frank    Rosenblum',    'm'],    ['Matt    Stone',    'm'],    ['Trey    Parker',    'm']]  "	-1.5	-1.5	0	0	0.111111111	0.083333333
Orgazmo	124819	-6	-4	922120.7264	1	1997				-6	-7	-8	-5	-5	-5
Heartbreakers	125022	-6	-4	85075189	3	2001	"  [['Robert    Dunn',    'm'],    ['Paul    Guay',    'm'],    ['Stephen    Mazur',    'm']]  "	"  [['David    Mirkin',    'm']]  "	"  [['John    Davis',    'm'],    ['Irving    Ong',    'm'],    ['Hadeel    Reda',    'NULL'],    ['Gary    Smith',    'm'],    ['Clayton    Townsend',    'm']]  "	-1.5	-1.5	0	0	0	0
   I    Think    I    Do   	125209	-6	-4	626256	3	1997	"  [['Brian    Sloan',    'm']]  "	"  [['Brian    Sloan',    'm']]  "	"  [['Marcus    Englefield',    'm'],    ['Lane    Janger',    'm'],    ['Robert    Miller',    'm']]  "	-1.5	-1.5	0	0	0	0
   Notting    Hill   	125439	-6	-4	597506851	3	1999	"  [['Richard    Curtis',    'm']]  "	"  [['Roger    Michell',    'm']]  "	"  [['Tim    Bevan',    'm'],    ['Richard    Curtis',    'm'],    ['Eric    Fellner',    'm'],    ['Duncan    Kenworthy',    'm']]  "	0.416666667	0.365367361	0	0	0	0
 Notting  Hill 	125439	-6	-4	515240994.8	3	1999				-6	-7	-8	-5	-5	-5
   Man    on    the    Moon   	125664	-6	-4	77887334	1	1999	"  [['Scott    Alexander',    'm'],    ['Larry    Karaszewski',    'm']]  "	"  [['Milos    Forman',    'm']]  "	"  [['Danny    DeVito',    'm'],    ['Michael    Hausman',    'm'],    ['Michael    Shamberg',    'm'],    ['George    Shapiro',    'm'],    ['Stacey    Sher',    'f'],    ['Howard    West',    'm'],    ['Bob    Zmuda',    'm']]  "	0.210526316	0.079540122	0	0	0.142857143	0.1
Shrek	126029	-6	-4	394270561	1	2001	"  [['William    Steig',    'm'],    ['Ted    Elliott',    'm'],    ['Terry    Rossio',    'm'],    ['Joe    Stillman',    'm'],    ['Roger    S.H.    Schulman',    'm']]  "	"  [['Andrew    Adamson',    'm'],    ['Vicky    Jenson',    'f']]  "	"  [['Ted    Elliott',    'm'],    ['Penney    Finkelman    Cox',    'f'],    ['Jeffrey    Katzenberg',    'm'],    ['David    Lipman',    'm'],    ['Sandra    Rabins',    'f'],    ['Terry    Rossio',    'm'],    ['Aron    Warner',    'm'],    ['John    H.    Williams',    'm'],    ['Steven    Spielberg',    'm']]  "	0.166666667	0.160124671	0	0.5	0.222222222	0.1875
Shrek	126029	-6	-4	655522495	1	2001				-6	-7	-8	-5	-5	-5
Pecker	126604	-6	-4	4056971	3	1998	"  [['John    Waters',    'm']]  "	"  [['John    Waters',    'm']]  "	"  [['Joseph    M.    Caracciolo    Jr.',    'm'],    ['John    Fiedler',    'm'],    ['Mark    Ordesky',    'm'],    ['Joe    Revitte',    'm'],    ['Mark    Tarlov',    'm'],    ['Jonathan    Weisgal',    'm'],    ['Mark    A.    Baker',    'm']]  "	-1.5	-1.5	0	0	0	0
Election	126886	-6	-4	24469151	3	1999	"  [['Tom    Perrotta',    'm'],    ['Alexander    Payne',    'm'],    ['Jim    Taylor',    'm']]  "	"  [['Alexander    Payne',    'm']]  "	"  [['Albert    Berger',    'm'],    ['Jim    Burke',    'm'],    ['David    Gale',    'm'],    ['Jacobus    Rose',    'm'],    ['Keith    Samples',    'm'],    ['Van    Toffler',    'm'],    ['Ron    Yerxa',    'm']]  "	0.545454545	0.389972813	0	0	0	0
Election	126886	-6	-4	24368786.73	3	1999				-6	-7	-8	-5	-5	-5
   For    Love    of    the    Game   	126916	-6	-4	75716955	2	1999	"  [['Michael    Shaara',    'm'],    ['Dana    Stevens',    'f']]  "	"  [['Sam    Raimi',    'm']]  "	"  [['Marc    Abraham',    'm'],    ['Armyan    Bernstein',    'm'],    ['Ronald    M.    Bozman',    'm'],    ['Amy    Robinson',    'f']]  "	-1.5	-1.5	0.5	0	0.25	0.285714286
 For  Love  of  the  Game 	126916	-6	-4	65321085.27	2	1999				-6	-7	-8	-5	-5	-5
Splendor	127296	-6	-4	75044	3	1999	"  [['Gregg    Araki',    'm'],    ['Jill    Cargerman',    'f']]  "	"  [['Gregg    Araki',    'm']]  "	"  [['Gregg    Araki',    'm'],    ['Christopher    Ball',    'm'],    ['Graham    Broadbent',    'm'],    ['Damian    Jones',    'm'],    ['Heidi    Lester',    'f'],    ['William    Tyrer',    'm']]  "	-1.5	-1.5	0.5	0	0.166666667	0.222222222
Elizabeth	127536	-6	-4	60452000	3	1998	"  [['Michael    Hirst',    'm']]  "	"  [['Shekhar    Kapur',    'm']]  "	"  [['Tim    Bevan',    'm'],    ['Liza    Chasin',    'f'],    ['Eric    Fellner',    'm'],    ['Debra    Hayward',    'f'],    ['Alison    Owen',    'f']]  "	0.25	0.483534577	0	0	0.6	0.428571429
Elizabeth	127536	-6	-4	118923074.2	3	1998				-6	-7	-8	-5	-5	-5
Rounders	128442	-6	-4	40738263	1	1998	"  [['David    Levien',    'm'],    ['Brian    Koppelman',    'm']]  "	"  [['John    Dahl',    'm']]  "	"  [['Bobby    Cohen',    'm'],    ['Ted    Demme',    'm'],    ['Kerry    Orent',    'NULL'],    ['Joel    Stillerman',    'm'],    ['Bob    Weinstein',    'm'],    ['Harvey    Weinstein',    'm']]  "	0.25	0.082522585	0	0	0	0
Rounders	128442	-6	-4	33182243.02	1	1998				-6	-7	-8	-5	-5	-5
Rushmore	128445	-6	-4	30413079	3	1998	"  [['Wes    Anderson',    'm'],    ['Owen    Wilson',    'm']]  "	"  [['Wes    Anderson',    'm']]  "	"  [['Wes    Anderson',    'm'],    ['John    Cameron',    'm'],    ['Barry    Mendel',    'm'],    ['Paul    Schiff',    'm'],    ['Owen    Wilson',    'm']]  "	0.285714286	0.196187303	0	0	0	0
Rushmore	128445	-6	-4	27621256.69	1	1998				-6	-7	-8	-5	-5	-5
   You've    Got    Mail   	128853	-6	-4	445960618	3	1998	"  [['Miklos    Laszlo',    'm'],    ['Nora    Ephron',    'f'],    ['Delia    Ephron',    'f']]  "	"  [['Nora    Ephron',    'f']]  "	"  [['G.    Mac    Brown',    'm'],    ['Julie    Durk',    'f'],    ['Delia    Ephron',    'f'],    ['Nora    Ephron',    'f'],    ['Donald    J.    Lee    Jr.',    'm'],    ['Lauren    Shuler    Donner',    'f']]  "	0.461538462	0.503783055	0.666666667	1	0.666666667	0.7
 You&#39;ve  Got  Mail 	128853	-6	-4	363063589.9	3	1998				-6	-7	-8	-5	-5	-5
Cinderella	128996	-6	-4	124951171.6	3	1997				-6	-7	-8	-5	-5	-5
   The    Iron    Giant   	129167	-6	-4	131360000	0	1999	"  [['Tim    McCanlies',    'm'],    ['Brad    Bird',    'm'],    ['Ted    Hughes',    'm']]  "	"  [['Brad    Bird',    'm']]  "	"  [['Allison    Abbate',    'f'],    ['Des    McAnuff',    'm'],    ['Pete    Townshend',    'm']]  "	0.25	0.132086499	0	0	0.333333333	0.142857143
 The  Iron  Giant 	129167	-6	-4	44386212.99	0	1999				-6	-7	-8	-5	-5	-5
   Patch    Adams   	129290	-6	-4	359676780	3	1998	"  [['Patch    Adams',    'm'],    ['Maureen    Mylander',    'f'],    ['Steve    Oedekerk',    'm']]  "	"  [['Tom    Shadyac',    'm']]  "	"  [['Mike    Farrell',    'm'],    ['Barry    Kemp',    'm'],    ['Marvin    Minoff',    'm'],    ['Devorah    Moos-Hankin',    'NULL'],    ['Charles    Newirth',    'm'],    ['Steve    Oedekerk',    'm'],    ['Tom    Shadyac',    'm'],    ['Marsha    Garces    Williams',    'f']]  "	-1.5	-1.5	0.333333333	0	0.125	0.166666667
Ravenous	129332	-6	-4	3386469	1	1999	"  [['Ted    Griffin',    'm']]  "	"  [['Antonia    Bird',    'f']]  "	"  [['Adam    Fields',    'm'],    ['David    Heyman',    'm'],    ['Tim    Van    Rellim',    'm']]  "	0	0	0	1	0	0.2
Ravenous	129332	-6	-4	2921510.805	1	1999				-6	-7	-8	-5	-5	-5
   There's    Something    About    Mary   	129387	-6	-4	657654909	3	1998	"  [['Ed    Decter',    'm'],    ['John    J.    Strauss',    'm'],    ['Peter    Farrelly',    'm'],    ['Bobby    Farrelly',    'm']]  "	"  [['Bobby    Farrelly',    'm'],    ['Peter    Farrelly',    'm']]  "	"  [['Frank    Beddor',    'm'],    ['Bobby    Farrelly',    'm'],    ['Peter    Farrelly',    'm'],    ['Marc    S.    Fischer',    'm'],    ['J.B.    Rogers',    'm'],    ['Michael    Steinberg',    'm'],    ['Bradley    Thomas',    'm'],    ['Charles    B.    Wessler',    'm']]  "	0.470588235	0.305605943	0	0	0	0
 There&#39;s  Something  About  Mary 	129387	-6	-4	521288669.3	3	1998				-6	-7	-8	-5	-5	-5
   I    Still    Know    What    You    Did    Last    Summer   	130018	-6	-4	149355755	3	1998	"  [['Trey    Callaway',    'm']]  "	"  [['Danny    Cannon',    'm']]  "	"  [['William    S.    Beasley',    'm'],    ['Stokely    Chaffin',    'f'],    ['Erik    Feig',    'm'],    ['Neal    H.    Moritz',    'm']]  "	0.2	0.305854999	0	0	0.25	0.166666667
 Run  Lola  Run 	130827	-6	-4	21038540.38	1	1998				-6	-7	-8	-5	-5	-5
Bowfinger	131325	-6	-4	161943523	3	1999	"  [['Steve    Martin',    'm']]  "	"  [['Frank    Oz',    'm']]  "	"  [['Brian    Grazer',    'm'],    ['Karen    Kehela    Sherwood',    'f'],    ['Bernard    Williams',    'm']]  "	-1.5	-1.5	0	0	0.333333333	0.2
EdTV	131369	-6	-4	57868837	1	1999	"  [['Lowell    Ganz',    'm'],    ['Babaloo    Mandel',    'm']]  "	"  [['Ron    Howard',    'm']]  "	"  [['Jeffrey    T.    Barabe',    'm'],    ['Brian    Grazer',    'm'],    ['Todd    Hallowell',    'm'],    ['Ron    Howard',    'm'],    ['Michel    Roy',    'NULL'],    ['Richard    Sadler',    'm']]  "	0.4	0.267510754	0	0	0	0
   Wing    Commander   	131646	-6	-4	19011173	2	1999	"  [['Chris    Roberts',    'm'],    ['Kevin    Droney',    'm']]  "	"  [['Chris    Roberts',    'm']]  "	"  [['Donna    Burkons',    'f'],    ['Joseph    Newton    Cohen',    'm'],    ['Jean-Martial    Lefranc',    'NULL'],    ['Todd    Moyer',    'm'],    ['Romain    Schroeder',    'm'],    ['Neil    Young',    'm']]  "	-1.5	-1.5	0	0	0.166666667	0.111111111
 Wing  Commander 	131646	-6	-4	16400903.46	2	1999				-6	-7	-8	-5	-5	-5
BASEketball	131857	-6	-4	12494522	1	1998	"  [['David    Zucker',    'm'],    ['Robert    LoCash',    'm'],    ['Lewis    Friedman',    'NULL'],    ['Jeff    Wright',    'm']]  "	"  [['David    Zucker',    'm']]  "	"  [['Cleve    Landsberg',    'NULL'],    ['Robert    LoCash',    'm'],    ['Gil    Netter',    'm'],    ['Jeff    Wright',    'm'],    ['David    Zucker',    'm']]  "	-1.5	-1.5	0	0	0	0
   Mystery    Men   	132347	-6	-4	54942980	1	1999	"  [['Neil    Cuthbert',    'm'],    ['Bob    Burden',    'm']]  "	"  [['Kinka    Usher',    'm']]  "	"  [['Robert    Engelman',    'm'],    ['Steven    Gilder',    'm'],    ['Lawrence    Gordon',    'm'],    ['Lloyd    Levin',    'm'],    ['Mike    Richardson',    'm']]  "	0.214285714	0.153822861	0	0	0	0
 Mystery  Men 	132347	-6	-4	47400775.29	0	1999				-6	-7	-8	-5	-5	-5
   Teaching    Mrs.    Tingle   	133046	-6	-4	14699077	3	1999	"  [['Kevin    Williamson',    'm']]  "	"  [['Kevin    Williamson',    'm']]  "	"  [['Ted    Field',    'm'],    ['Michael    Finnell',    'm'],    ['Cary    Granat',    'NULL'],    ['Paul    Hellerman',    'm'],    ['Erica    Huggins',    'f'],    ['Cathy    Konrad',    'f'],    ['Scott    Kroopf',    'm'],    ['Bob    Weinstein',    'm'],    ['Harvey    Weinstein',    'm']]  "	-1.5	-1.5	0	0	0.222222222	0.181818182
   The    Matrix   	133093	-6	-4	761095543	3	1999	"  [['Andy    Wachowski',    'm'],    ['Lana    Wachowski',    'f']]  "	"  [['Andy    Wachowski',    'm'],    ['Lana    Wachowski',    'f']]  "	"  [['Bruce    Berman',    'm'],    ['Dan    Cracchiolo',    'm'],    ['Andrew    Mason',    'm'],    ['Barrie    M.    Osborne',    'm'],    ['Joel    Silver',    'm'],    ['Erwin    Stoff',    'm'],    ['Andy    Wachowski',    'm'],    ['Lana    Wachowski',    'f']]  "	0.333333333	0.189742692	0.5	0.5	0.125	0.25
 The  Matrix 	133093	-6	-4	652011781.7	3	1999				-6	-7	-8	-5	-5	-5
   Planet    of    the    Apes   	133152	-6	-4	533537893	3	2001	"  [['Pierre    Boulle',    'm'],    ['William    Broyles    Jr.',    'm'],    ['Lawrence    Konner',    'm'],    ['Mark    Rosenthal',    'm']]  "	"  [['Tim    Burton',    'm']]  "	"  [['Ralph    Winter',    'm'],    ['Richard    D.    Zanuck',    'm']]  "	-1.5	-1.5	0	0	0	0
   SLC    Punk!   	133189	-6	-4	532634	1	1998	"  [['James    Merendino',    'm']]  "	"  [['James    Merendino',    'm']]  "	"  [['Jan    de    Bont',    'm'],    ['Tam    Halling',    'NULL'],    ['Andrea    Kreuzhage',    'f'],    ['Sam    Maydew',    'm'],    ['Michael    Peyser',    'm'],    ['Peter    Ward',    'm']]  "	-1.5	-1.5	0	0	0.166666667	0.125
   Treasure    Planet   	133240	-6	-4	157244595	3	2002	"  [['Robert    Louis    Stevenson',    'm'],    ['Ron    Clements',    'm'],    ['John    Musker',    'm'],    ['Rob    Edwards',    'm'],    ['Ted    Elliott',    'm'],    ['Terry    Rossio',    'm']]  "	"  [['Ron    Clements',    'm'],    ['John    Musker',    'm']]  "	"  [['Ron    Clements',    'm'],    ['Roy    Conli',    'm'],    ['John    Musker',    'm']]  "	-1.5	-1.5	0	0	0	0
 Treasure  Planet 	133240	-6	-4	120435709.2	1	2002				-6	-7	-8	-5	-5	-5
   The    Faculty   	133751	-6	-4	71623745	3	1998	"  [['David    Wechter',    'm'],    ['Bruce    Kimmel',    'm'],    ['Kevin    Williamson',    'm']]  "	"  [['Robert    Rodriguez',    'm']]  "	"  [['Elizabeth    Avellan',    'f'],    ['Bob    Weinstein',    'm'],    ['Harvey    Weinstein',    'm'],    ['Robert    Rodriguez',    'm']]  "	0.583333333	0.706345382	0	0	0.25	0.125
 The  Faculty 	133751	-6	-4	58315020.77	3	1998				-6	-7	-8	-5	-5	-5
   The    Rugrats    Movie   	134067	-6	-4	250510732	3	1998	"  [['David    N.    Weiss',    'm'],    ['J.    David    Stem',    'm'],    ['Arlene    Klasky',    'f'],    ['Gabor    Csupo',    'm'],    ['Paul    Germain',    'm']]  "	"  [['Igor    Kovalyov',    'm'],    ['Norton    Virgien',    'NULL']]  "	"  [['John    Andrews',    'm'],    ['Debby    Beece',    'NULL'],    ['Eryk    Casemiro',    'm'],    ['Gabor    Csupo',    'm'],    ['Albie    Hecht',    'NULL'],    ['Arlene    Klasky',    'f'],    ['Julia    Pistor',    'f'],    ['Elizabeth    Seidman',    'f'],    ['Hal    Waite',    'm'],    ['Alfonso    Weinlein',    'NULL'],    ['Thad    Weinlein',    'NULL']]  "	-1.5	-1.5	0.2	0	0.272727273	0.222222222
   Scream    3   	134084	-6	-4	250357625	3	2000	"  [['Ehren    Kruger',    'm']]  "	"  [['Wes    Craven',    'm']]  "	"  [['Daniel    K.    Arredondo',    'm'],    ['Stuart    M.    Besser',    'm'],    ['Dixie    J.    Capp',    'NULL'],    ['Cary    Granat',    'NULL'],    ['Cathy    Konrad',    'f'],    ['Marianne    Maddalena',    'f'],    ['Julie    Plec',    'f'],    ['Andrew    Rona',    'm'],    ['Bob    Weinstein',    'm'],    ['Harvey    Weinstein',    'm'],    ['Kevin    Williamson',    'm']]  "	0.5	0.500259202	0	0	0.272727273	0.230769231
 Scream  3 	134084	-6	-4	221784821.1	3	2000				-6	-7	-8	-5	-5	-5
   The    Talented    Mr.    Ripley   	134119	-6	-4	211486751	3	1999	"  [['Patricia    Highsmith',    'f'],    ['Anthony    Minghella',    'm']]  "	"  [['Anthony    Minghella',    'm']]  "	"  [['Lydia    Dean    Pilcher',    'f'],    ['William    Horberg',    'm'],    ['Sydney    Pollack',    'm'],    ['Tom    Sternberg',    'm'],    ['Paul    Zaentz',    'm']]  "	0.333333333	0.199963905	0.5	0	0.2	0.25
 The  Talented  Mr.  Ripley 	134119	-6	-4	182441127.3	3	1999				-6	-7	-8	-5	-5	-5
8MM	134273	-6	-4	158647904	1	1999	"  [['Andrew    Kevin    Walker',    'm']]  "	"  [['Joel    Schumacher',    'm']]  "	"  [['Joseph    M.    Caracciolo',    'm'],    ['Judy    Hofflund',    'f'],    ['Jeff    Levine',    'm'],    ['Gavin    Polone',    'm'],    ['Joel    Schumacher',    'm']]  "	0.363636364	0.215818217	0	0	0.2	0.142857143
8MM	134273	-6	-4	136554227.9	1	1999				-6	-7	-8	-5	-5	-5
   Disturbing    Behavior   	134619	-6	-4	31141634	1	1998	"  [['Scott    Rosenberg',    'm']]  "	"  [['David    Nutter',    'm']]  "	"  [['Armyan    Bernstein',    'm'],    ['C.O.    Erickson',    'm'],    ['Phillip    B.    Goldfine',    'm'],    ['Scott    Rosenberg',    'm'],    ['Elisabeth    Seldes',    'f'],    ['Jonathan    Shestack',    'm']]  "	-1.5	-1.5	0	0	0.166666667	0.125
 Disturbing  Behavior 	134619	-6	-4	25344050.22	1	1998				-6	-7	-8	-5	-5	-5
   Pitch    Black   	134847	-6	-4	82281308	3	2000	"  [['Jim    Wheat',    'm'],    ['Ken    Wheat',    'm'],    ['David    Twohy',    'm']]  "	"  [['David    Twohy',    'm']]  "	"  [['Tom    Engelman',    'm'],    ['Ted    Field',    'm'],    ['Scott    Kroopf',    'm'],    ['Tony    Winley',    'NULL']]  "	0.25	0.33069573	0	0	0	0
 Pitch  Black 	134847	-6	-4	72881365.45	3	2000				-6	-7	-8	-5	-5	-5
   Hideous    Kinky   	136244	-6	-4	2246110	3	1998	"  [['Esther    Freud',    'f'],    ['Billy    MacKinnon',    'm']]  "	"  [['Gillies    MacKinnon',    'm']]  "	"  [['Marina    Gefter',    'NULL'],    ['Annabel    Karouby',    'NULL'],    ['Simon    Relph',    'm'],    ['Emmanuel    Schlumberger',    'NULL'],    ['Ann    Scott',    'f'],    ['Mark    Shivas',    'm']]  "	-1.5	-1.5	0.5	0	0.166666667	0.222222222
   Fight    Club   	137523	-6	-4	116582000	1	1999	"  [['Chuck    Palahniuk',    'm'],    ['Jim    Uhls',    'm']]  "	"  [['David    Fincher',    'm']]  "	"  [['Ross    Grayson    Bell',    'm'],    ['Cean    Chaffin',    'NULL'],    ['Art    Linson',    'm'],    ['Arnon    Milchan',    'm']]  "	0.333333333	0.108869433	0	0	0	0
 Fight  Club 	137523	-6	-4	142864876.3	1	1999				-6	-7	-8	-5	-5	-5
   Shakespeare    in    Love   	138097	-6	-4	514407038	3	1998	"  [['Marc    Norman',    'm'],    ['Tom    Stoppard',    'm']]  "	"  [['John    Madden',    'm']]  "	"  [['Donna    Gigliotti',    'f'],    ['Julie    Goldstein',    'f'],    ['Marc    Norman',    'm'],    ['David    Parfitt',    'm'],    ['Bob    Weinstein',    'm'],    ['Harvey    Weinstein',    'm'],    ['Edward    Zwick',    'm']]  "	0.277777778	0.250914569	0	0	0.285714286	0.2
 Shakespeare  in  Love 	138097	-6	-4	404610340	3	1998				-6	-7	-8	-5	-5	-5
   Intolerable    Cruelty   	138524	-6	-4	166260677	3	2003	"  [['Robert    Ramsey',    'm'],    ['Matthew    Stone',    'm'],    ['John    Romano',    'm'],    ['Ethan    Coen',    'm'],    ['Joel    Coen',    'm']]  "	"  [['Joel    Coen',    'm'],    ['Ethan    Coen',    'm']]  "	"  [['John    Cameron',    'm'],    ['Ethan    Coen',    'm'],    ['Sean    Daniel',    'm'],    ['Brian    Grazer',    'm'],    ['Grant    Heslov',    'm'],    ['James    Jacks',    'm'],    ['James    Whitaker',    'm'],    ['Joel    Coen',    'm']]  "	0.461538462	0.418721461	0	0	0	0
Pi	138704	-6	-4	5727208	2	1998	"  [['Darren    Aronofsky',    'm'],    ['Sean    Gullette',    'm'],    ['Eric    Watson',    'm']]  "	"  [['Darren    Aronofsky',    'm']]  "	"  [['Tyler    Brodie',    'm'],    ['David    Godbout',    'm'],    ['Richard    Lifschutz',    'm'],    ['Randy    Simon',    'NULL'],    ['Jonah    Smith',    'm'],    ['Scott    Vogel',    'm'],    ['Eric    Watson',    'm']]  "	0.5	0.20984564	0	0	0	0
Pi	138704	-6	-4	6772718.097	2	1998				-6	-7	-8	-5	-5	-5
   The    Road    to    El    Dorado   	138749	-6	-4	118241429	0	2000	"  [['Terry    Rossio',    'm'],    ['Ted    Elliott',    'm']]  "	"  [['Bibo    Bergeron',    'm'],    ['Don    Paul',    'NULL'],    ['Jeffrey    Katzenberg',    'm']]  "	"  [['Brooke    Breton',    'f'],    ['Bill    Damaschke',    'm'],    ['Jeffrey    Katzenberg',    'm'],    ['Bonne    Radford',    'f']]  "	-1.5	-1.5	0	0	0.5	0.222222222
 The  Road  to  El  Dorado 	138749	-6	-4	90036060.67	0	2000				-6	-7	-8	-5	-5	-5
   Cruel    Intentions   	139134	-6	-4	124631426	3	1999	"  [['Choderlos    de    Laclos',    'NULL'],    ['Roger    Kumble',    'm']]  "	"  [['Roger    Kumble',    'm']]  "	"  [['Christopher    Ball',    'm'],    ['Michael    Fottrell',    'm'],    ['Heather    Lieberman',    'f'],    ['Bruce    Mellon',    'm'],    ['Neal    H.    Moritz',    'm'],    ['William    Tyrer',    'm']]  "	0.555555556	0.481156275	0	0	0.166666667	0.111111111
 Cruel  Intentions 	139134	-6	-4	107380123.6	3	1999				-6	-7	-8	-5	-5	-5
Inferno	139151	-6	-4	23644800	2	1999	"  [[Tom    O'Rourke,    'm']]  "	"  [['John    G.    Avildsen',    'm']]  "	"  [['Evzen    Kolar',    'm'],    ['Lawrence    Levy',    'm'],    ['Mark    Maine',    'm'],    ['Joseph    Merhi',    'm'],    ['Richard    G.    Murphy',    'm'],    ['Ken    Solarz',    'm'],    ['Bennett    R.    Specter',    'NULL'],    ['Jean-Claude    Van    Damme',    'm'],    ['Samuel    Hadida',    'm']]  "	-1.5	-1.5	0	0	0	0
Go!	139239	-6	-4	27655062	3	1999	"  [['John    August',    'm']]  "	"  [['Doug    Liman',    'm']]  "	"  [['John    August',    'm'],    ['Paddy    Cullen',    'NULL'],    ['Matt    Freeman',    'm'],    ['Mickey    Liddell',    'm'],    ['John    Marshall',    'm'],    ['Paul    Rosenberg',    'm']]  "	0.25	0.300057703	0	0	0	0
Go!	139239	-6	-4	40206701.45	3	1999				-6	-7	-8	-5	-5	-5
   High    Art   	139362	-6	-4	3485264	3	1998	"  [['Lisa    Cholodenko',    'f']]  "	"  [['Lisa    Cholodenko',    'f']]  "	"  [['Dolly    Hall',    'f'],    ['Jeffrey    Kusama-Hinte',    'm'],    ['Susan    A.    Stover',    'f']]  "	-1.5	-1.5	1	1	0.666666667	0.8
   Training    Day   	139654	-6	-4	154482691	1	2001	"  [['David    Ayer',    'm']]  "	"  [['Antoine    Fuqua',    'm']]  "	"  [['David    Ayer',    'm'],    ['Bruce    Berman',    'm'],    ['Davis    Guggenheim',    'm'],    ['Robert    F.    Newmyer',    'm'],    ['Jeffrey    Silver',    'm'],    ['Scott    Strauss',    'm'],    ['David    Wisnievitz',    'm']]  "	0.111111111	0.011368605	0	0	0	0
