person1	 person1  av 	person2	 person2  av 	sharedTitles	numSharedTitles
 Georgia  Kacandes 	2.6	 Charles  Newirth 	2.5454545454545454	['Hugo']	1	3.0
 Georgia  Kacandes 	2.6	 Graham  King 	1.6842105263157894	['Hugo']	1	3.0
 Georgia  Kacandes 	2.6	 Adam  Somner 	1.875	 ['  The  Wolf  of  Wall  Street  '] 	1	3.0
 Georgia  Kacandes 	2.6	 Christi  Dembrowski 	2.0	['Hugo']	1	3.0
 Georgia  Kacandes 	2.6	 Johnny  Depp 	1.8	['Hugo']	1	3.0
 Georgia  Kacandes 	2.6	 Tim  Headington 	1.9090909090909092	['Hugo']	1	3.0
 Georgia  Kacandes 	2.6	 Martin  Scorsese 	2.066666666666667	 ['Hugo',  '  The  Wolf  of  Wall  Street  '] 	2	3.0
 Georgia  Kacandes 	2.6	 David  Crockett 	2.7142857142857144	['Hugo']	1	3.0
 Georgia  Kacandes 	2.6	 Emma  Tillinger  Koskoff 	2.3333333333333335	 ['Hugo',  '  The  Wolf  of  Wall  Street  '] 	2	3.0
 Georgia  Kacandes 	2.6	 John  Logan 	1.3	['Hugo']	1	3.0
 Georgia  Kacandes 	2.6	 Barbara  De  Fina 	2.5	['Hugo']	1	3.0
 Georgia  Kacandes 	2.6	 Brian  Selznick 	3	['Hugo']	1	3.0
 Douglas  Wick 	2.230769230769231	 Stephen  Jones 	1.6666666666666667	 ['  Peter  Pan  '] 	1	3.0
 Douglas  Wick 	2.230769230769231	 Charles  Newirth 	2.5454545454545454	 ['  Peter  Pan  '] 	1	3.0
 Douglas  Wick 	2.230769230769231	 Steven  Spielberg 	1.76	 ['  Memoirs  of  a  Geisha  '] 	1	3.0
 Douglas  Wick 	2.230769230769231	 Rob  Marshall 	2.4285714285714284	 ['  Memoirs  of  a  Geisha  '] 	1	3.0
 George  Clooney 	1.2857142857142858	 Chris  Brigham 	1.875	['Argo']	1	3.0
 George  Clooney 	1.2857142857142858	 Graham  King 	1.6842105263157894	['Argo']	1	3.0
 George  Clooney 	1.2857142857142858	 Tim  Headington 	1.9090909090909092	['Argo']	1	3.0
 George  Clooney 	1.2857142857142858	 Ben  Affleck 	2.0	['Argo']	1	3.0
